Doping,Doping concentration,Al_thick,%Al,Ion (mA/mm),GMmax (mS/mm),Vth(V)
0.905267,-0.57149106,-1.0795593,-0.04695654,136.32222,101.802536,-1.8097829
-0.93069357,-0.8285596,0.8812898,0.84703505,341.33548,96.403404,-4.665836
-0.8653766,0.24758625,0.5037074,0.541551,341.94446,87.05358,-5.8926554
-0.66947114,-0.31755233,0.4876575,-0.0184488,235.89493,80.92422,-3.9967391
0.90078914,2.4426968,0.22228822,-0.12997995,294.36447,98.05158,-3.467395
-0.70904636,-0.4769885,-0.23741135,0.2129096,204.82283,86.44651,-3.0629437
-0.7919876,-0.7447322,-0.41494223,0.8882998,275.3694,105.7285,-3.3094344
-0.79469514,-0.72178775,0.6447603,-0.6710237,143.52734,78.65748,-2.4729311
-0.73442036,0.77910167,0.40978578,0.20448215,354.39478,88.630745,-6.05433
0.9107756,2.3599792,1.3293369,0.6132114,440.17926,104.8676,-5.3183045
-0.7538584,0.24422136,0.28985074,-0.2408893,253.33194,80.16312,-4.484209
0.8870173,-0.19389886,0.06795094,0.5045575,314.8068,105.46676,-3.5553293
-0.85230994,-0.34766537,-0.3347599,-1.0322418,101.63017,66.17839,-2.0521922
-0.8878974,-0.5710741,0.25707734,-1.2167305,86.23889,61.778072,-1.9155273
0.94660354,2.6822731,-0.05735006,-0.5891517,208.30118,90.77429,-2.6389816
-0.8520772,-0.8132995,0.97913337,0.78335917,340.00558,99.16927,-4.6295805
0.90927655,-0.60087514,-0.994218,-0.71918654,81.02252,86.826996,-1.3568873
0.91697264,-0.6287132,-0.88897336,-0.6677342,92.14195,87.25843,-1.5105722
-0.76270205,0.55625147,1.1517878,-0.66366476,309.3,75.84699,-6.3330345
-0.9144552,0.72413826,0.1190028,0.99988115,377.07208,94.825226,-6.3983903
0.84093666,-0.74549216,0.37323782,0.91405547,376.17102,108.39198,-4.1958303
-0.76219726,-0.5543173,-0.96591616,-1.2116264,34.005844,66.030426,-0.96449184
-0.8263825,-0.6633,1.4516326,0.30602473,296.71912,83.63978,-4.7859364
0.85182035,-0.37867177,1.0203934,1.2288432,450.70184,110.7275,-5.3469057
-0.9315375,0.13476479,1.1400642,0.8973345,366.6983,89.21753,-7.377887
0.79251695,-0.15823251,-1.2181637,-0.40127623,101.90195,95.794624,-1.5111277
0.9167042,2.1319487,-0.32707658,-1.0724214,128.21948,79.7239,-1.9518456
-0.99686426,2.0388637,-0.3605676,1.2441005,446.9247,107.16704,-7.14166
0.8503552,-0.62425125,1.720824,1.2040254,461.9906,106.85992,-6.047216
-1.2333827,0.64785457,-1.0405425,1.8665695,404.1387,108.07783,-5.355864
0.9331777,2.3761556,0.14391121,1.1841599,453.63486,117.87875,-4.682893
-0.7376128,-0.3546657,0.6055717,0.9067098,343.27432,92.92564,-5.149803
-0.93647194,-0.5946251,-1.5749891,1.673954,256.2848,109.27603,-2.8955827
-0.7768869,-0.5863493,-0.8954886,-0.77632284,72.70105,74.63749,-1.3582006
-0.8669582,-0.7203415,1.1886451,-0.838186,150.82489,71.210365,-2.7303555
-0.8440581,-0.6322693,1.1486543,0.6333823,317.81006,85.64272,-5.0099063
-0.6116849,0.78966844,0.89126855,0.5375989,391.34113,91.130455,-7.526689
0.85379356,0.8276247,-0.727484,-0.4806583,139.44954,95.09198,-1.9423119
0.91239774,-0.5124511,-1.2091525,0.6315659,196.79453,116.07155,-2.255125
-0.78446543,1.1801155,-0.10099832,-0.6378629,281.247,81.63533,-4.8087554
0.8935532,2.4262855,0.9559818,1.080351,469.61966,113.273254,-5.4820995
0.8919467,-0.54596263,-0.8330292,-1.1430069,53.64598,78.0092,-1.0684338
0.9804871,2.2266846,-0.3571317,-1.0293733,132.199,82.09833,-1.9449506
-0.83480674,-0.68292624,-1.4385498,-0.8186069,38.524734,81.10212,-0.8279755
0.8916157,-0.63104457,-1.3294429,-0.017336532,119.97064,103.22897,-1.6490052
0.8358277,-0.7853243,0.8330666,-0.3771503,217.37903,83.82415,-3.0279772
-0.96773934,0.09117879,-1.4632583,-1.4238265,57.241592,62.94171,-1.0875709
0.94599736,-0.65599793,-1.441862,0.911682,209.69048,121.95655,-2.233982
0.9309055,-0.6063451,-1.4526347,-0.6921998,55.733963,90.01063,-0.99828124
-0.75486654,1.7844629,0.3125896,0.003703922,391.623,90.45076,-7.1700754
-0.9314167,-0.7818907,1.2705959,1.1518698,362.3722,91.88401,-5.659172
0.9045082,-0.53778386,0.5072827,1.3839228,446.3098,115.99231,-4.842077
0.8512755,-0.72177917,0.67019653,0.88775134,393.0757,106.271576,-4.5082946
0.89299184,-0.6194235,-0.19182566,-0.5783131,141.27641,85.516205,-2.0525675
0.92573303,0.7556883,-0.31578627,-0.26192206,194.36328,95.42491,-2.5387008
0.89061725,-0.6663024,-0.9109423,-0.5309983,101.70444,89.773224,-1.5857869
0.9430324,-0.10569495,-1.2014319,0.9677606,241.84106,124.33188,-2.4921615
-0.78829986,2.7107985,-1.5612161,0.72346205,371.92352,109.556046,-4.4639854
0.85813564,-0.6518258,-0.5636671,-0.5176791,124.805855,87.6259,-1.9021881
0.9011494,-0.5913224,-1.4201653,-0.28653747,91.36243,99.0901,-1.3656852
0.89063704,-0.3716691,1.024203,0.96716607,429.18152,107.222595,-5.0140357
-0.71308625,0.5912217,-1.3518908,-0.20911722,178.31485,88.96592,-2.5057054
0.93356454,1.956945,0.7137015,1.2215769,485.15332,115.15206,-5.484123
-0.697371,-0.39640534,-1.4103765,0.15799676,124.668526,89.95905,-1.8241774
-0.70273393,-0.46205592,-0.7860557,0.11971559,163.0474,87.41335,-2.3508463
0.78680396,-0.47828,0.96766627,-1.1367692,131.88577,70.911644,-2.2672782
-1.2176492,0.09087387,0.37258622,2.1274014,421.0334,100.76253,-7.3352776
-0.7144271,1.2888665,0.6665634,-0.11133556,375.696,86.98798,-7.2795944
1.160754,2.4803224,-1.1403894,-1.0720344,79.45212,87.7515,-1.219255
-0.89146763,-0.688886,1.192499,-1.0210687,132.17328,67.34266,-2.551686
-0.75459045,-0.54433286,-0.45185956,-0.38010865,129.16075,78.72199,-2.1541672
0.81167567,-0.2240079,1.7484084,1.4484751,505.01593,109.47058,-6.676162
-1.023435,-0.48830342,1.5138988,-0.0463195,271.25662,73.00398,-4.9569325
0.81179076,-0.5895278,0.86445236,-0.7791212,173.31204,77.175385,-2.588967
-1.0475785,0.9445859,-0.87949896,1.5225248,389.63788,103.571815,-5.4045725
-0.8400241,-0.75100046,0.31937432,-0.12622277,198.39877,92.581665,-2.8512952
0.90599185,0.7007521,1.3078837,0.17100325,375.64273,94.76161,-4.7257504
-0.776828,0.36019212,1.0075102,0.6572967,375.43338,88.93645,-6.9394064
-0.85073817,-0.0836986,1.0249988,0.37916768,332.03058,83.5271,-5.830029
0.9977069,-0.31141156,-0.029609524,1.466454,410.37598,127.57343,-4.086484
0.86506385,0.16684574,-1.2449338,-0.568281,87.51431,94.91605,-1.3457983
1.0094734,1.7992511,-0.81550545,0.90615135,317.5784,121.04243,-3.216558
-0.93841517,-0.6279265,1.3122969,-1.1903121,120.95301,60.57091,-2.573011
0.8409669,-0.752538,0.8660623,-1.0250525,137.06483,71.85343,-2.2690272
-0.8831944,-0.5183225,0.66944814,-1.0521561,126.62709,62.831413,-2.5514126
1.0492027,1.5057428,-0.9679805,1.1159202,322.61047,128.26422,-3.095615
-0.67298317,-0.027191043,0.016213395,-0.90305644,154.50949,71.89369,-2.8662481
-0.7604184,-0.666197,-0.8511985,1.1601245,245.80602,104.71105,-3.0616858
0.83741355,-0.58703476,0.19083741,0.39430964,298.25385,101.625595,-3.465764
0.9864669,-0.5948673,0.22244331,-1.1378847,101.939285,74.416245,-1.8440998
0.99045134,-0.50414723,2.171485,0.83426553,416.2435,103.83913,-5.9623537
-0.8431411,1.1301141,-1.2997816,0.105227366,237.07143,95.32247,-3.123302
-0.7409871,-0.4822306,-0.9806093,-0.73241645,74.45856,73.84761,-1.419317
0.8271932,0.8180076,0.9698858,-0.45238566,270.18814,86.319016,-3.5891821
-1.1979818,0.89182776,-1.4345827,1.8454146,396.00827,110.54965,-4.8987803
0.82012516,0.86898965,1.6456432,1.2200736,499.32062,107.64718,-6.500416
0.90221786,-0.6108162,-0.35964575,-1.057936,81.48564,77.25195,-1.452874
0.90259475,-0.6910917,-0.9987645,0.23729675,176.60806,105.178696,-2.1645417
-0.637907,-0.3044958,-1.1194166,0.609697,194.46167,95.27398,-2.6373062
-0.8663851,-0.74754316,1.2361755,-0.54458696,189.9069,79.724396,-3.0897303
0.9873717,1.2132404,-1.1262231,-0.18976669,141.38242,102.17085,-1.7061706
-0.82049584,1.9074941,0.10425267,0.60112596,415.70886,98.770744,-7.6863947
0.8569584,-0.7476904,1.3773794,1.2155311,451.7143,107.533104,-5.7838497
0.8509783,-0.73811525,1.4695512,-0.12062812,281.4503,86.09953,-3.8155408
0.89623797,-0.07858336,1.265433,-0.62742925,221.68976,80.05173,-3.182177
0.86366206,0.6958994,1.3519491,-0.54650056,280.57004,82.4887,-3.8437464
1.1418839,1.8444736,-0.68364966,0.25462908,229.66147,109.505424,-2.565144
0.875659,0.20151442,-0.85384136,-0.7651738,96.84471,88.283714,-1.498708
-0.8109171,1.3352418,-0.48758927,-0.5317509,267.05432,83.11473,-4.3921714
0.89270383,-0.7688095,0.63043034,0.6855103,362.04968,103.32769,-4.1584115
-0.8820687,-0.25036073,-0.4966257,-0.9479501,114.10701,68.012695,-2.0853775
0.81971043,-0.74733645,0.9121309,1.2849358,444.33136,110.72121,-5.2417984
-0.9764495,0.51470083,0.6466293,-0.8586518,244.70375,68.44773,-5.3341274
1.0137739,2.5259597,-0.835253,-1.4337543,63.11302,76.738014,-1.0740178
0.8138022,-0.68000716,1.4071724,0.16553113,323.56366,91.247536,-4.285745
0.42038223,0.08288598,-0.15587717,0.8419949,320.8262,111.98978,-3.7967756
-0.7327215,1.3801117,-0.5560943,-1.4587512,165.44955,70.73953,-3.3798556
0.84435916,-0.5943769,-0.21149829,1.5961659,426.73837,122.83865,-4.309914
0.92942417,-0.68652064,-0.6717031,-0.52422607,120.03249,88.716,-1.7830063
0.90840787,-0.11123997,-1.3378985,0.56947696,183.88144,115.71097,-2.0485382
-0.76436365,-0.6783038,0.7085571,0.10984571,244.17383,87.60648,-3.6258342
-0.91907495,-0.88436264,-0.2391043,1.1246417,321.0646,112.78539,-3.6867337
-0.7709449,-0.3750288,0.86128354,0.107082024,262.00348,79.937386,-4.598037
-0.92455626,1.4369061,-0.48506644,0.4688477,366.88986,94.32134,-5.4727125
-1.1006212,1.653326,-1.1302283,1.2975999,407.97513,108.12102,-5.332519
0.7807323,-0.7498577,1.2723588,-0.49706185,219.58336,79.32934,-3.221441
0.9403932,1.5207877,0.7239507,-1.2127779,161.45007,74.06135,-2.549428
0.8947563,-0.4014483,0.14013699,0.0789351,253.09091,96.80292,-3.1123507
-0.9086891,0.011510253,-1.5690604,0.5539335,168.93665,92.77534,-2.2955992
0.9170118,2.3773634,0.9632007,-0.8770404,243.49265,81.61809,-3.2130237
0.8832973,-0.56223565,-1.0623393,-0.8349495,65.17963,84.09894,-1.2369184
-0.6230431,-0.041356534,-1.5873754,-1.1411316,38.137177,73.24477,-0.83638215
0.8982719,0.9138387,-0.450807,-1.1329453,99.33652,78.83821,-1.5892956
0.7445904,-0.60438126,0.884145,-1.4933071,83.8275,62.633846,-1.8009564
-0.9519905,-0.7289526,-1.284116,2.159739,322.36328,116.838524,-3.6394083
0.8796239,0.5226341,-0.1723707,1.6875087,470.23938,128.4131,-4.633583
0.8843478,0.29922283,-0.45364884,1.4118208,396.06787,124.634766,-3.9020908
-0.66091186,-0.27951533,-1.3537798,-0.28233504,100.734375,83.71353,-1.6350751
-0.8768227,-0.69766754,1.303574,0.41815418,303.07495,83.557655,-4.7943525
0.9300714,2.1362896,0.04623989,-0.06359886,274.69574,100.00196,-3.1866906
-0.84244287,0.021157146,0.14273557,-1.0057564,165.54239,68.82611,-3.119181
-0.96798575,-0.8631434,-0.35086906,1.4865947,350.72787,115.11988,-3.9683218
-0.76735985,-0.5441491,-0.78914475,-0.53182375,97.12894,76.83858,-1.746852
-0.85873264,-0.8126337,-0.111967586,1.0500432,310.8182,107.10131,-3.8246465
0.8139873,-0.029555619,-0.49888936,-0.035929576,192.5312,99.45657,-2.4709773
0.8539945,-0.64250785,-1.4199814,0.9939069,226.85794,124.52059,-2.372344
0.94231486,-0.54416835,-0.7584595,1.0427605,286.18732,119.67765,-3.0676734
-0.9220122,1.2531469,-1.5356107,0.15090424,229.78592,95.25872,-3.0564563
0.9883605,2.4906075,-0.72547376,-1.2901148,84.11133,78.608345,-1.3621137
-0.3648992,2.0694864,0.19943973,0.33497924,375.63467,96.153145,-5.968174
0.9192585,-0.49515468,-0.70880187,1.0507573,297.0327,119.88533,-3.1385226
0.861126,-0.65223354,1.277596,1.2892094,461.48248,109.36715,-5.752398
-0.9041942,1.0993433,-0.92061615,0.3551035,315.59003,95.07494,-4.30179
-0.94665766,-0.08107498,-0.5301665,-0.8162267,139.44821,70.58955,-2.4853652
0.9215152,-0.3465879,-1.0832655,1.2022054,288.2114,125.919586,-2.9249024
0.8582186,-0.5755303,0.26213303,0.72586215,350.12408,107.234566,-3.9285936
0.8781266,-0.23458505,0.30666944,-0.57201165,178.62244,84.62409,-2.5219212
0.8964676,-0.47144556,0.25713328,-0.116628945,234.40054,93.0742,-2.9833424
-1.1088347,2.0900283,-2.4688396,-0.45856315,148.7479,87.75784,-1.9017681
0.86974996,-0.54518837,1.1203972,-1.1100951,133.1377,70.04213,-2.3334417
0.88488454,-0.5208168,0.6389607,-1.6555355,55.064606,60.713886,-1.5035222
-0.89593434,-0.7733211,-1.3706864,1.0874002,215.20964,116.42379,-2.3927407
0.888384,1.7196631,0.9764897,-0.022326276,342.39423,94.84906,-4.191895
1.0624385,-0.7698714,-1.0903237,0.34536833,173.32645,110.95676,-2.0702877
0.89630675,-0.030351639,-1.1272959,-0.6549042,85.54538,91.66851,-1.3601143
-0.8311455,-0.7608629,-0.20804974,-0.115611,170.64713,96.25593,-2.4110155
-0.8938004,-0.7796615,-1.318739,-0.8435959,40.78868,85.57615,-0.85707283
0.78304535,0.65723693,1.5410578,1.3204715,505.4936,110.52621,-6.558777
-0.9387794,1.7130041,-0.23848745,0.633481,391.54535,97.41032,-6.543215
0.95235765,2.2275612,-0.079651974,-0.8573493,169.25848,84.29231,-2.3573422
-0.85188997,-0.7971887,1.1951089,-0.31751508,214.47073,84.55989,-3.3251789
0.9128149,-0.69593185,-0.31652454,1.1382883,348.69275,118.57108,-3.626185
-0.90702456,-0.6403009,1.3320045,-0.32229072,213.83794,71.708145,-3.8331077
0.90103066,-0.7072136,0.340358,0.20590328,279.48242,96.88287,-3.3750503
-0.7359194,-0.37546086,0.16076174,-0.76873255,139.30527,70.543365,-2.6089087
-0.8593764,-0.66052705,-0.288652,-1.3738914,45.435165,62.2322,-1.1773477
1.0963929,2.12684,-1.018196,-0.16264986,166.96985,104.23788,-1.9555176
0.8199934,0.27146655,0.33046302,0.16041128,290.6626,98.3854,-3.5639427
-0.7876195,-0.39580482,0.5539875,0.32748216,274.59665,84.10606,-4.3100047
-0.8944357,-0.87882954,1.2644906,1.2374064,376.2427,99.81176,-5.5625877
-0.9506842,-0.14503029,-1.9428067,0.9817575,162.24811,97.459045,-2.162846
0.8536271,-0.77492326,0.42625302,-0.24781136,214.6881,87.64212,-2.8745556
-0.7321344,1.6270268,0.40010336,0.3564905,406.48788,93.65462,-7.3719506
0.8481502,1.0012374,0.7230997,-0.024004206,313.07074,94.6148,-3.8844712
-0.708358,-0.5157178,-1.0014732,0.6542511,199.73769,99.23446,-2.5877223
0.9286626,1.4555435,0.6444008,0.664756,418.34393,107.64564,-4.6932173
-0.8839685,-0.5453186,0.31220424,-0.9486401,126.45923,69.97148,-2.3538592
-0.70009756,-0.64826334,-0.61377853,-0.25282872,135.55814,91.32282,-2.0456347
0.82366365,0.022577047,0.65937185,0.578393,372.2967,103.02571,-4.3096824
0.92133236,-0.6934971,-1.8420804,-0.67924446,39.140396,93.1637,-0.6378555
0.8460952,-0.48366725,0.92995787,-1.3946778,96.97148,66.19228,-1.8682716
0.85136443,0.19519216,0.57575345,-0.65240276,193.0755,82.05667,-2.7982404
-0.86377096,-0.11284423,-1.6106036,-0.44875765,91.629135,76.284256,-1.5016708
-0.6863787,0.3005398,1.6740432,0.45836377,361.6219,85.26717,-7.117429
0.94797325,2.0052702,1.2960756,-1.2764862,202.31116,72.043785,-2.9689014
0.8252137,-0.6818897,0.5386723,-1.4485792,73.10651,63.5446,-1.5931324
-0.8668903,-0.010674804,0.34163,1.3335583,369.79236,96.120605,-5.9740143
-0.7640938,-0.024577677,-1.5638814,-0.04944139,123.73938,88.53556,-1.8134761
-0.9184081,-0.49111652,0.3184125,1.2012174,342.1075,92.39089,-5.043399
-0.8492076,-0.7930936,0.77295196,0.5105317,304.36588,98.29544,-4.069627
-0.6514776,0.11410996,-0.80058336,-1.4428387,76.704285,66.11722,-1.5432752
0.8052282,1.2372391,0.06899259,-0.76581526,179.13873,84.953835,-2.4832463
-0.6805271,0.79348993,-1.1849538,0.09543222,221.49242,94.84806,-2.966056
-1.1283474,0.5488126,-1.2081587,1.7323498,371.70847,106.442055,-4.6338525
0.90221596,-0.699171,0.49354693,1.527889,458.27844,117.58873,-5.0138297
-1.2613113,2.7306666,-1.4188266,1.5476611,433.22946,115.68351,-5.3229775
-1.0547397,1.340368,0.4685996,0.8616016,421.257,94.80388,-7.964116
-0.84323895,-0.7460014,-0.9994279,1.432879,289.8931,114.19248,-3.217452
0.8123788,-0.46750492,1.1376531,0.6936701,388.92303,101.68381,-4.755699
-0.84568447,1.2037361,-0.9348695,0.46410567,322.52515,97.20655,-4.414213
-1.1110857,2.532849,-1.4223619,0.35504222,369.49127,101.74373,-5.1896415
0.9299558,0.8609754,0.13987705,-0.8710575,156.05916,82.656784,-2.2872195
0.868474,-0.44193596,1.3244786,-0.96588004,171.62415,73.38628,-2.6729436
0.97211146,0.48944604,-1.7677414,0.46975303,157.02295,119.868484,-1.5922468
-0.6727537,1.1626861,0.6446594,-1.01508,299.3799,75.454056,-5.8482428
-0.27603424,2.4449258,0.10822258,-0.15759462,359.95798,92.809235,-5.86069
-0.6692526,-0.23242122,-1.5437264,0.16459793,123.94021,92.106445,-1.7990865
-0.20421064,3.0699146,-1.1116604,-1.9274726,130.43497,72.15198,-1.9890015
0.92850745,1.6963935,1.5112472,-0.6736883,291.58173,82.480675,-4.0467663
0.8704854,-0.67975897,-0.30464646,-0.28975582,170.00024,91.228,-2.3253574
0.99739885,2.2717626,-0.89125276,-0.93488336,111.84102,85.80429,-1.6371222
-0.9540352,1.3230855,-1.6361747,0.24998349,233.24481,94.445915,-3.2109127
-0.6773398,-0.29994965,0.15207168,0.4272461,275.55048,88.940254,-4.015991
-0.8857297,0.070741,0.8647102,0.33453262,323.8813,82.65869,-6.0109587
-0.91085833,-0.60519475,-1.56844,1.667283,253.17348,110.378265,-2.8137884
-0.8680109,-0.77053493,1.0326089,0.1158445,263.9459,91.05565,-3.7734478
-0.80397236,-0.56595534,-1.1088266,-1.0679133,38.272354,68.826996,-0.95343876
-0.9816819,-0.6311998,0.3239232,1.7580308,358.86856,98.0565,-5.4829893
0.84138125,-0.67259336,0.73653686,-1.183492,102.93991,68.52552,-1.9753094
0.9535203,1.2504759,0.510251,-1.6697884,91.64386,65.26529,-1.8289772
0.9787053,2.4168289,-0.27256528,-1.8294883,55.094727,68.79157,-1.1063697
-1.0177702,1.4137847,-0.41656724,0.9957232,402.08234,100.43292,-6.241375
-1.02371,-0.22291249,-0.6915447,1.954798,359.6491,104.15248,-4.837429
0.9017174,-0.54271775,-0.32868233,-1.3879399,54.426025,71.17342,-1.1449337
-0.9113807,-0.77214605,-1.5827979,0.6851736,154.9173,110.39641,-1.8335257
-0.75644624,-0.5167686,-1.3723595,0.032295726,110.43877,89.952774,-1.7017331
0.8561373,1.9195771,0.7247734,-1.4888523,128.0678,67.325485,-2.2517643
0.9456314,-0.61996543,-1.3520689,0.6387681,188.30157,116.97199,-2.107853
0.8478957,-0.7625229,0.4805248,0.43008816,312.4539,99.44773,-3.7330832
1.0353395,-0.19779736,-0.15351442,-0.7972149,126.14097,82.181366,-1.9007034
0.9372562,2.3533762,0.75517106,-0.52072203,270.96722,87.609344,-3.4389803
0.89008486,0.78101134,1.1913567,-0.91093636,220.40382,77.59264,-3.1527083
-0.9855389,-0.43094307,1.2692558,0.88251424,337.90625,84.6635,-6.180339
0.9299662,2.1535118,1.323013,-0.34890586,333.73804,89.111626,-4.2529054
-0.8007421,-0.57737726,0.4730949,-0.5846498,154.25845,72.31987,-2.7441902
-1.0390816,2.365876,-1.0452995,0.9477232,414.70026,107.95598,-6.1373987
-0.91052514,-0.64975554,1.215094,1.0156769,354.46802,89.10319,-5.633335
-0.7518114,-0.3489291,-1.5022235,-0.10598457,100.833496,86.83684,-1.5485839
-0.7628197,-0.44095033,-1.5016143,-0.622512,66.98453,79.78285,-1.1518586
0.921517,-0.6720951,0.46480867,1.4516709,449.39438,118.22594,-4.8404202
0.82977164,-0.108401835,-0.98495674,-0.25884032,132.15028,98.83728,-1.8207854
0.98770344,2.4188917,-0.4109898,0.28355938,284.2615,106.99468,-3.131568
0.99791336,-0.08679956,1.6264473,1.1079407,468.85974,104.61191,-5.995014
0.045440447,0.08906323,0.747432,-1.8697991,83.64444,62.146427,-2.3048556
-0.8963147,-0.7997168,-1.2927904,-0.6479642,58.76265,89.54795,-1.0359311
-0.88694847,-0.8052351,-0.8795165,1.0492833,258.87732,113.84746,-2.868743
0.89116234,-0.54283637,1.0949903,0.8435895,411.14038,103.90965,-4.8946047
-0.8267507,-0.7288608,0.7404299,-0.8217264,134.46811,75.809975,-2.3675847
0.8663514,-0.7094473,-0.21780404,-1.2353213,67.35957,71.98375,-1.3652303
0.9269571,2.2503037,0.5500841,-1.0255873,186.91995,79.36906,-2.6980186
0.9398415,1.1909015,-0.16454479,1.395077,443.88156,123.48123,-4.4210753
-0.72156847,1.0748491,0.72526073,-0.15246914,360.72427,85.41628,-7.1277895
0.8275868,1.9485059,1.2418602,0.5034694,428.27234,101.961586,-5.3088093
0.8670965,-0.5734337,0.09074596,-1.0782703,97.62459,74.305695,-1.7467988
-0.8280581,-0.7480095,-1.2813283,-0.432006,76.88475,93.67215,-1.2413297
-0.8354403,-0.35193866,-0.5869701,-0.7041819,120.51879,72.14889,-2.1124249
-0.7928109,-0.02086854,1.3493046,-0.69745773,254.67413,71.24379,-5.053756
-0.87802285,-0.755297,-1.4763719,0.8150618,172.36816,111.116196,-2.0230544
0.81390136,-0.69495696,1.2690005,0.63487875,381.05396,99.216515,-4.713243
1.0031447,0.5557252,1.2445574,-1.1097268,180.55641,72.37822,-2.779006
1.0105646,2.3984473,-1.1018206,-0.49948776,129.6948,96.796104,-1.7518572
-1.0777712,2.0684943,-0.65725183,-0.015451595,362.67236,91.40665,-5.7526026
1.0265075,2.421381,-0.76207995,-1.0921901,101.18558,83.27492,-1.5503532
0.93474704,-0.16110414,0.26763716,0.105108336,265.82388,96.90702,-3.2767048
0.91201305,2.487545,-0.04356178,0.82890725,395.93005,113.81813,-4.0764556
-1.0337822,1.9720285,-0.5686821,0.8356401,407.15057,100.75964,-6.657778
-1.0495898,0.8131792,0.35775015,-0.76633734,275.6493,75.746086,-5.615924
0.9384177,2.1802144,1.3758543,-0.15486735,363.11963,92.35828,-4.583412
-0.720946,-0.49139798,-0.8932812,-0.39498937,103.75075,81.018845,-1.7559441
0.85418755,-0.34303528,1.1053778,-0.898907,174.74744,75.884285,-2.6531777
0.9214113,-0.74552745,-0.25859967,0.7321652,295.26816,109.159,-3.3285656
0.85537684,1.0147393,-0.22463909,0.08211215,251.78906,103.14338,-2.991645
-0.8270231,-0.71540326,1.0092218,0.5292689,305.2517,89.36508,-4.5031233
-0.93321323,-0.48159117,0.9675229,1.776855,365.4317,94.52871,-6.531595
-1.0927846,-0.4971661,-0.7940819,2.0611508,337.86234,105.81566,-4.4427423
0.97004247,0.9042719,-0.18489292,-1.0903586,115.41881,79.02111,-1.789405
0.9003765,-0.70847255,-0.15011612,1.0047747,342.55997,113.443054,-3.7225475
-0.93933225,1.5599604,0.6700932,-0.14266747,368.04556,84.16323,-7.3473473
0.8666635,-0.58940506,1.3568215,1.1810375,453.08282,107.546036,-5.698238
-0.7011755,0.5175929,-0.96094775,0.69383425,284.97998,99.308815,-3.7196171
-0.70778096,-0.03998068,0.68429923,-1.0368112,181.14966,68.3057,-3.5686371
0.9423542,1.9449582,0.7740067,1.2979258,493.8459,116.57027,-5.6321096
-1.1806897,2.457451,-1.3033657,-0.5728806,279.69348,88.64324,-4.014716
-0.87784874,1.0075791,0.069289304,0.8862008,393.72168,96.305374,-6.6097984
-0.773679,-0.64618,0.39975172,-0.7236681,133.97504,76.728966,-2.3576796
0.95066,-0.21963984,-1.0515175,-0.99182284,57.387177,82.76941,-1.0318565
0.9356259,-0.6695461,-0.123753734,-1.6784983,34.12834,58.235817,-1.0240264
-0.98387414,1.8639047,-1.4582977,0.24515645,301.7223,96.27708,-4.092957
0.9299437,2.2251437,1.1343123,-1.0563897,217.93411,77.66709,-3.1118658
0.9552314,2.502021,0.16965184,-1.0107244,170.5674,80.865746,-2.3864489
0.7869464,2.2677798,-1.911788,-1.1256952,37.116257,88.81374,-0.5214274
0.8401751,-0.23617381,-0.548366,1.4385391,383.83484,124.50263,-3.8657033
0.87222135,0.691679,-0.69507194,0.024460182,201.61328,106.42305,-2.411593
0.8773469,2.1091633,0.7411003,-0.23933195,305.9366,93.579575,-3.8455043
0.8344478,1.0943413,0.6903756,-0.17007592,290.7343,92.77765,-3.7213233
0.9515008,2.4506614,0.9347906,-0.88861465,243.21626,81.77022,-3.2549505
-0.84050184,-0.70284384,-1.5966417,-0.81068134,31.963608,82.21525,-0.7197511
-0.47702256,-0.44406164,0.37234852,-0.9740422,109.82709,67.9052,-2.6145504
-0.760771,-0.4939875,-0.5166085,-0.8082494,92.86684,70.60544,-1.7994576
0.88999575,-0.6667803,0.7263809,-1.5407834,68.6174,60.94525,-1.675015
-0.7935177,-0.61449987,-0.6626098,-1.2055502,49.847885,67.74296,-1.125896
-1.078851,-0.6127476,1.3412509,1.6893549,377.31085,93.28755,-6.7946672
0.84999347,-0.47894192,1.1759382,-1.3538733,111.083466,65.95633,-2.0813465
-0.7657848,-0.6266958,-1.3537333,1.0714095,212.06158,109.824974,-2.5106878
0.9523604,2.3960276,0.15696856,0.7360836,404.24292,111.98523,-4.1985383
-0.7635727,-0.63372517,-0.56777424,-0.9795141,71.9415,74.57714,-1.4107149
0.9073419,-0.5867622,0.33011374,1.0574815,398.5847,112.05095,-4.311118
0.872541,1.2316712,-0.36009887,0.6192418,322.51987,114.391174,-3.3940392
-0.81258637,0.10566071,-1.4700992,0.6562536,196.75966,98.54697,-2.5783412
-0.64146227,-0.3795873,-1.0462525,-0.58118975,89.45621,77.740234,-1.551527
-1.2822036,2.0053792,-1.0064664,1.6408257,445.3711,111.78365,-6.327652
1.0134468,-0.6565472,-1.8067024,-0.42124522,56.11696,98.76478,-0.8862996
-1.1212864,1.63539,-1.1721561,-0.41817158,252.90585,85.714584,-3.6800537
-0.87185764,-0.5829655,0.47520444,-1.4501803,74.11955,57.140602,-1.78136
0.9869782,0.12014991,-0.88834196,-1.3901519,31.758942,74.673195,-0.8234837
0.951987,0.27421135,-0.23106596,1.6413758,453.99628,126.6774,-4.443274
-0.8230015,-0.7471177,0.8253674,-0.061554536,231.67026,90.33943,-3.3458922
-0.7039641,-0.659172,-0.27375177,0.22361474,201.19778,95.02589,-2.8052359
